investor_id,sip_count,average_gap_days,max_gap_days,is_at_risk
INV002772,7,74.5,168.0,1
INV002779,6,64.2,151.0,1
INV002783,7,64.0,126.0,1
INV002786,7,76.33333333333333,124.0,1
INV002793,7,59.333333333333336,125.0,1
INV002794,7,56.166666666666664,111.0,1
INV002799,6,70.8,129.0,1
INV002800,7,63.5,108.0,1
INV002803,7,64.83333333333333,176.0,1
INV002804,8,59.857142857142854,209.0,1
INV002808,7,59.666666666666664,120.0,1
INV002809,6,81.4,276.0,1
INV002810,8,32.285714285714285,139.0,1
INV002813,7,49.0,149.0,1
INV002822,7,53.0,108.0,1
INV002824,7,71.83333333333333,223.0,1
INV002826,6,61.6,91.0,1
INV002827,6,73.6,200.0,1
INV002828,6,80.0,211.0,1
INV002831,6,40.2,72.0,1
INV002835,7,82.33333333333333,233.0,1
INV002838,8,56.714285714285715,116.0,1
INV002841,6,43.4,102.0,1
INV002843,8,43.142857142857146,128.0,1
INV002847,10,52.666666666666664,129.0,1
INV002850,7,53.166666666666664,166.0,1
INV002852,6,75.8,207.0,1
INV002859,7,76.5,198.0,1
INV002863,6,74.4,199.0,1
INV002865,6,37.2,50.0,1
INV002870,6,48.2,109.0,1
INV002872,6,85.6,199.0,1
INV002873,6,98.2,235.0,1
INV002879,7,72.16666666666667,125.0,1
INV002881,6,43.6,110.0,1
INV002883,6,96.0,176.0,1
INV002886,7,44.333333333333336,137.0,1
INV002891,8,72.71428571428571,166.0,1
INV002893,9,50.0,148.0,1
INV002900,6,64.2,136.0,1
INV002903,6,89.6,176.0,1
INV002904,7,49.333333333333336,104.0,1
INV002905,6,73.0,221.0,1
INV002906,6,41.2,74.0,1
INV002909,7,82.33333333333333,263.0,1
INV002912,6,97.0,342.0,1
INV002913,7,73.66666666666667,168.0,1
INV002915,8,49.285714285714285,117.0,1
INV002921,7,53.333333333333336,121.0,1
INV002927,8,40.285714285714285,79.0,1
INV002935,7,48.0,72.0,1
INV002937,7,67.16666666666667,184.0,1
INV002939,7,60.5,127.0,1
INV002942,9,55.5,180.0,1
INV002945,8,65.0,139.0,1
INV002947,7,64.16666666666667,152.0,1
INV002950,8,45.857142857142854,119.0,1
INV002951,7,51.833333333333336,82.0,1
INV002961,7,84.66666666666667,231.0,1
INV002974,7,51.333333333333336,105.0,1
INV002984,6,91.0,200.0,1
INV002989,6,86.6,182.0,1
INV002994,7,58.166666666666664,142.0,1
INV003000,7,67.0,137.0,1
INV003003,9,58.25,100.0,1
INV003005,8,53.142857142857146,107.0,1
INV003007,9,48.25,162.0,1
INV003009,9,38.125,84.0,1
INV003011,7,64.16666666666667,154.0,1
INV003014,6,82.4,144.0,1
INV003015,7,54.666666666666664,91.0,1
INV003018,6,49.2,156.0,1
INV003022,6,69.6,123.0,1
INV003024,6,44.2,122.0,1
INV003025,8,35.285714285714285,65.0,1
INV003028,6,91.4,183.0,1
INV003034,6,73.4,118.0,1
INV003036,8,57.714285714285715,138.0,1
INV003037,7,79.5,300.0,1
INV003040,6,74.0,194.0,1
INV003043,7,73.83333333333333,131.0,1
INV003044,7,71.16666666666667,237.0,1
INV003045,6,36.2,71.0,1
INV003047,8,70.14285714285714,215.0,1
INV003054,7,78.66666666666667,209.0,1
INV003060,7,79.0,135.0,1
INV003063,7,57.833333333333336,112.0,1
INV003070,9,54.5,132.0,1
INV003074,6,74.8,123.0,1
INV003075,8,57.42857142857143,128.0,1
INV003078,7,69.16666666666667,126.0,1
INV003082,8,46.42857142857143,142.0,1
INV003083,6,66.4,169.0,1
INV003089,6,65.0,107.0,1
INV003091,9,50.875,199.0,1
INV003095,6,86.6,175.0,1
INV003097,8,62.714285714285715,121.0,1
INV003105,7,65.5,140.0,1
INV003112,6,91.6,173.0,1
INV003113,8,66.85714285714286,159.0,1
INV003115,6,48.0,125.0,1
INV003117,8,66.57142857142857,115.0,1
INV003134,7,76.83333333333333,172.0,1
INV003139,7,55.166666666666664,133.0,1
INV003140,8,57.0,125.0,1
INV003141,7,67.5,225.0,1
INV003144,7,82.5,243.0,1
INV003146,9,59.5,283.0,1
INV003151,6,81.0,146.0,1
INV003153,7,40.666666666666664,156.0,1
INV003158,9,55.625,138.0,1
INV003161,6,77.4,118.0,1
INV003169,6,62.6,178.0,1
INV003178,6,56.4,84.0,1
INV003179,9,56.25,151.0,1
INV003185,6,65.2,116.0,1
INV003187,9,58.25,244.0,1
INV003189,9,55.125,198.0,1
INV003191,6,76.8,138.0,1
INV003193,6,96.6,294.0,1
INV003196,7,80.33333333333333,319.0,1
INV003205,7,67.66666666666667,111.0,1
INV003210,6,72.2,112.0,1
INV003211,7,69.0,104.0,1
INV003214,6,59.8,170.0,1
INV003215,7,60.833333333333336,105.0,1
INV003219,6,57.2,86.0,1
INV003221,7,61.166666666666664,99.0,1
INV003222,7,81.5,190.0,1
INV003223,8,67.71428571428571,331.0,1
INV003228,7,70.16666666666667,256.0,1
INV003230,7,67.5,251.0,1
INV003231,7,83.0,253.0,1
INV003234,6,96.6,188.0,1
INV003236,9,51.125,115.0,1
INV003242,7,61.0,159.0,1
INV003247,6,84.6,206.0,1
INV003252,6,67.6,192.0,1
INV003256,7,51.0,90.0,1
INV003257,6,61.8,139.0,1
INV003260,6,89.4,247.0,1
INV003262,6,85.2,162.0,1
INV003267,6,74.4,197.0,1
INV003271,7,61.166666666666664,157.0,1
INV003273,8,60.142857142857146,134.0,1
INV003277,8,53.714285714285715,192.0,1
INV003279,9,63.375,147.0,1
INV003289,7,64.83333333333333,183.0,1
INV003300,6,64.8,219.0,1
INV003301,9,59.375,113.0,1
INV003304,10,44.22222222222222,180.0,1
INV003308,9,56.75,141.0,1
INV003310,6,80.8,154.0,1
INV003311,9,48.0,149.0,1
INV003314,7,73.5,210.0,1
INV003317,8,44.142857142857146,71.0,1
INV003320,8,45.285714285714285,192.0,1
INV003325,6,101.0,155.0,1
INV003329,6,89.0,230.0,1
INV003336,7,72.33333333333333,133.0,1
INV003338,9,37.5,155.0,1
INV003344,6,86.6,190.0,1
INV003350,6,92.4,191.0,1
INV003351,6,54.0,86.0,1
INV003352,8,68.14285714285714,279.0,1
INV003357,6,62.4,100.0,1
INV003360,8,59.42857142857143,163.0,1
INV003370,7,63.333333333333336,206.0,1
INV003372,6,59.4,118.0,1
INV003374,7,56.5,128.0,1
INV003375,8,52.714285714285715,158.0,1
INV003376,6,85.8,199.0,1
INV003379,7,75.16666666666667,268.0,1
INV003380,6,72.4,155.0,1
INV003382,6,34.2,85.0,1
INV003391,6,56.6,193.0,1
INV003393,8,63.714285714285715,178.0,1
INV003395,6,79.0,192.0,1
INV003398,8,55.42857142857143,140.0,1
INV003403,6,56.6,116.0,1
INV003404,8,50.285714285714285,198.0,1
INV003405,8,41.0,186.0,1
INV003406,8,59.0,251.0,1
INV003407,8,57.42857142857143,146.0,1
INV003422,7,84.66666666666667,167.0,1
INV003424,7,73.16666666666667,124.0,1
INV003427,6,84.2,266.0,1
INV003430,6,73.4,104.0,1
INV003431,6,51.4,152.0,1
INV003432,7,61.333333333333336,97.0,1
INV003435,7,73.83333333333333,140.0,1
INV003437,6,91.2,226.0,1
INV003448,7,74.5,200.0,1
INV003450,10,47.666666666666664,158.0,1
INV003455,7,35.5,76.0,1
INV003457,7,60.5,117.0,1
INV003458,8,67.85714285714286,206.0,1
INV003459,6,59.4,113.0,1
INV003473,6,95.8,213.0,1
INV003475,9,56.0,155.0,1
INV003478,9,56.625,195.0,1
INV003479,8,65.71428571428571,164.0,1
INV003480,6,82.4,211.0,1
INV003484,6,73.8,333.0,1
INV003487,6,70.6,155.0,1
INV003491,9,59.125,119.0,1
INV003492,6,90.8,162.0,1
INV003495,10,49.22222222222222,121.0,1
INV003506,7,67.0,132.0,1
INV003509,9,60.875,149.0,1
INV003511,8,65.57142857142857,183.0,1
INV003514,6,74.2,172.0,1
INV003518,6,67.8,157.0,1
INV003521,6,89.0,183.0,1
INV003524,7,64.16666666666667,203.0,1
INV003526,6,88.2,224.0,1
INV003528,9,58.625,186.0,1
INV003530,6,51.0,101.0,1
INV003531,6,76.4,185.0,1
INV003534,8,52.714285714285715,160.0,1
INV003545,6,90.0,210.0,1
INV003556,6,77.6,129.0,1
INV003557,6,66.4,156.0,1
INV003558,7,39.166666666666664,66.0,1
INV003559,10,48.333333333333336,118.0,1
INV003562,7,80.5,165.0,1
INV003564,8,71.0,292.0,1
INV003580,7,72.16666666666667,227.0,1
INV003581,8,51.285714285714285,95.0,1
INV003582,7,49.333333333333336,167.0,1
INV003586,8,54.285714285714285,113.0,1
INV003592,6,75.6,202.0,1
INV003593,6,78.2,166.0,1
INV003598,8,68.0,114.0,1
INV003599,6,50.0,100.0,1
INV003601,9,45.25,118.0,1
INV003604,6,90.2,188.0,1
INV003607,6,70.4,253.0,1
INV003611,7,68.83333333333333,228.0,1
INV003613,8,67.42857142857143,283.0,1
INV003619,6,72.0,113.0,1
INV003625,6,62.4,168.0,1
INV003627,7,59.166666666666664,152.0,1
INV003630,7,52.0,96.0,1
INV003633,6,78.8,119.0,1
INV003634,6,47.8,83.0,1
INV003635,10,47.111111111111114,95.0,1
INV003641,8,67.0,219.0,1
INV003642,7,53.166666666666664,217.0,1
INV003645,6,95.2,257.0,1
INV003649,6,96.8,195.0,1
INV003650,11,33.9,86.0,1
INV003654,7,60.5,124.0,1
INV003655,10,49.77777777777778,198.0,1
INV003658,8,70.71428571428571,143.0,1
INV003660,6,79.0,164.0,1
INV003669,7,53.5,98.0,1
INV003670,8,70.85714285714286,160.0,1
INV003672,6,77.2,180.0,1
INV003673,8,68.85714285714286,160.0,1
INV003678,6,32.8,45.0,1
INV003681,9,51.0,101.0,1
INV003683,6,92.4,165.0,1
INV003684,6,98.2,229.0,1
INV003685,6,80.2,132.0,1
INV003686,6,96.6,328.0,1
INV003693,7,71.33333333333333,234.0,1
INV003695,7,51.666666666666664,157.0,1
INV003696,6,75.8,190.0,1
INV003697,7,76.66666666666667,163.0,1
INV003702,7,72.66666666666667,118.0,1
INV003705,6,78.8,152.0,1
INV003707,6,68.6,152.0,1
INV003708,7,60.5,104.0,1
INV003709,6,80.2,181.0,1
INV003710,6,78.6,118.0,1
INV003711,6,72.2,145.0,1
INV003712,6,79.6,163.0,1
INV003713,7,81.5,161.0,1
INV003718,6,91.4,284.0,1
INV003720,6,74.6,116.0,1
INV003722,7,50.666666666666664,135.0,1
INV003723,6,61.8,124.0,1
INV003724,7,68.0,169.0,1
INV003733,6,88.8,174.0,1
INV003734,8,59.0,290.0,1
INV003735,8,45.857142857142854,104.0,1
INV003736,7,77.16666666666667,120.0,1
INV003738,6,50.6,117.0,1
INV003740,7,51.833333333333336,172.0,1
INV003741,7,67.66666666666667,159.0,1
INV003744,6,86.8,187.0,1
INV003745,6,70.2,183.0,1
INV003748,8,56.142857142857146,182.0,1
INV003757,7,81.83333333333333,156.0,1
INV003761,8,51.857142857142854,150.0,1
INV003766,8,65.28571428571429,192.0,1
INV003767,9,47.5,125.0,1
INV003771,10,50.77777777777778,130.0,1
INV003772,9,34.5,72.0,1
INV003775,6,74.0,151.0,1
INV003779,6,76.4,160.0,1
INV003780,8,57.42857142857143,135.0,1
INV003781,7,64.83333333333333,199.0,1
INV003785,6,74.2,160.0,1
INV003787,9,63.25,178.0,1
INV003793,7,72.33333333333333,203.0,1
INV003795,7,67.66666666666667,122.0,1
INV003811,7,78.66666666666667,141.0,1
INV003812,7,50.833333333333336,174.0,1
INV003813,6,82.2,122.0,1
INV003815,7,72.5,217.0,1
INV003824,7,71.5,196.0,1
INV003825,6,81.2,99.0,1
INV003828,7,30.666666666666668,109.0,1
INV003829,10,48.55555555555556,159.0,1
INV003830,6,71.4,115.0,1
INV003844,7,68.5,197.0,1
INV003847,8,50.0,66.0,1
INV003849,6,77.2,146.0,1
INV003851,7,57.833333333333336,121.0,1
INV003860,6,46.0,72.0,1
INV003862,7,60.166666666666664,184.0,1
INV003865,7,85.16666666666667,235.0,1
INV003868,6,87.6,264.0,1
INV003872,9,45.375,85.0,1
INV003876,6,77.6,160.0,1
INV003880,8,68.57142857142857,193.0,1
INV003885,6,71.6,281.0,1
INV003892,10,55.22222222222222,114.0,1
INV003896,6,82.0,255.0,1
INV003897,6,71.6,144.0,1
INV003903,8,50.285714285714285,130.0,1
INV003905,7,62.5,103.0,1
INV003906,10,55.111111111111114,115.0,1
INV003912,6,68.6,195.0,1
INV003913,8,61.42857142857143,136.0,1
INV003916,6,67.2,114.0,1
INV003920,8,66.85714285714286,132.0,1
INV003936,6,89.6,227.0,1
INV003938,7,52.5,110.0,1
INV003940,7,70.66666666666667,151.0,1
INV003943,9,42.5,88.0,1
INV003945,7,56.333333333333336,175.0,1
INV003946,7,69.16666666666667,147.0,1
INV003948,7,43.666666666666664,101.0,1
INV003952,7,54.666666666666664,95.0,1
INV003958,6,85.6,133.0,1
INV003962,8,68.71428571428571,302.0,1
INV003964,10,51.22222222222222,130.0,1
INV003968,6,92.4,209.0,1
INV003972,6,84.2,224.0,1
INV003975,8,50.142857142857146,125.0,1
INV003978,8,68.14285714285714,209.0,1
INV003979,8,56.0,123.0,1
INV003981,7,67.66666666666667,237.0,1
INV003985,6,93.0,191.0,1
INV003996,6,95.2,244.0,1
INV004001,8,40.285714285714285,123.0,1
INV004004,10,40.77777777777778,88.0,1
INV004005,7,73.66666666666667,314.0,1
INV004007,7,38.833333333333336,102.0,1
INV004009,8,62.285714285714285,87.0,1
INV004014,9,61.875,182.0,1
INV004015,6,88.0,190.0,1
INV004017,7,40.5,85.0,1
INV004023,10,52.0,93.0,1
INV004037,6,74.6,137.0,1
INV004038,7,71.66666666666667,207.0,1
INV004049,6,48.2,83.0,1
INV004063,8,56.57142857142857,167.0,1
INV004066,7,75.16666666666667,319.0,1
INV004069,6,74.0,196.0,1
INV004070,7,67.66666666666667,170.0,1
INV004079,7,71.33333333333333,164.0,1
INV004085,7,68.33333333333333,260.0,1
INV004091,6,73.6,240.0,1
INV004094,6,55.8,167.0,1
INV004098,6,58.2,87.0,1
INV004099,6,58.8,174.0,1
INV004106,6,55.8,151.0,1
INV004112,6,55.2,112.0,1
INV004116,10,54.888888888888886,117.0,1
INV004118,6,64.6,161.0,1
INV004119,6,73.2,237.0,1
INV004123,6,85.0,138.0,1
INV004124,6,63.8,193.0,1
INV004125,9,61.625,142.0,1
INV004127,6,87.6,190.0,1
INV004128,6,67.2,156.0,1
INV004134,6,35.4,54.0,1
INV004135,10,50.111111111111114,164.0,1
INV004143,6,97.0,280.0,1
INV004145,6,66.2,144.0,1
INV004146,6,88.2,253.0,1
INV004147,6,72.2,136.0,1
INV004149,6,50.2,130.0,1
INV004151,8,63.142857142857146,197.0,1
INV004153,8,60.0,125.0,1
INV004154,12,46.72727272727273,90.0,1
INV004172,8,63.0,196.0,1
INV004174,6,86.6,195.0,1
INV004175,8,67.85714285714286,133.0,1
INV004177,8,45.42857142857143,117.0,1
INV004179,6,71.2,129.0,1
INV004181,6,93.4,245.0,1
INV004191,7,77.16666666666667,310.0,1
INV004196,7,78.33333333333333,219.0,1
INV004199,6,58.2,138.0,1
INV004202,9,47.625,114.0,1
INV004203,8,66.57142857142857,113.0,1
INV004208,6,73.4,156.0,1
INV004212,7,69.33333333333333,169.0,1
INV004216,7,82.0,195.0,1
INV004228,7,72.33333333333333,112.0,1
INV004232,6,71.4,232.0,1
INV004239,8,61.142857142857146,130.0,1
INV004241,10,53.666666666666664,117.0,1
INV004243,8,55.714285714285715,131.0,1
INV004246,7,34.166666666666664,64.0,1
INV004247,6,87.2,274.0,1
INV004248,7,42.666666666666664,93.0,1
INV004258,7,49.666666666666664,105.0,1
INV004266,7,61.833333333333336,101.0,1
INV004267,7,53.333333333333336,109.0,1
INV004270,7,69.66666666666667,204.0,1
INV004271,6,79.8,157.0,1
INV004279,8,50.285714285714285,116.0,1
INV004281,8,41.714285714285715,93.0,1
INV004282,8,52.857142857142854,105.0,1
INV004285,7,76.16666666666667,169.0,1
INV004288,7,72.83333333333333,223.0,1
INV004289,11,45.9,201.0,1
INV004293,6,81.8,142.0,1
INV004295,9,44.75,119.0,1
INV004296,6,102.2,304.0,1
INV004297,9,41.875,82.0,1
INV004299,8,64.14285714285714,175.0,1
INV004306,7,57.0,118.0,1
INV004308,7,84.66666666666667,244.0,1
INV004314,6,83.0,195.0,1
INV004319,9,60.5,275.0,1
INV004321,9,42.0,84.0,1
INV004324,7,77.66666666666667,173.0,1
INV004326,10,40.111111111111114,78.0,1
INV004332,8,64.71428571428571,149.0,1
INV004335,8,64.42857142857143,104.0,1
INV004338,10,48.888888888888886,209.0,1
INV004340,6,67.8,252.0,1
INV004343,6,63.0,190.0,1
INV004348,6,52.2,120.0,1
INV004349,7,72.5,159.0,1
INV004356,6,30.8,81.0,1
INV004357,8,72.42857142857143,305.0,1
INV004358,8,45.857142857142854,87.0,1
INV004361,8,61.57142857142857,124.0,1
INV004364,6,80.6,173.0,1
INV004367,6,81.6,194.0,1
INV004372,6,59.2,155.0,1
INV004391,6,57.0,96.0,1
INV004392,6,90.4,200.0,1
INV004400,8,46.57142857142857,104.0,1
INV004401,8,69.85714285714286,216.0,1
INV004403,6,73.6,150.0,1
INV004410,11,40.9,138.0,1
INV004411,6,61.0,111.0,1
INV004412,7,82.33333333333333,173.0,1
INV004413,8,69.0,142.0,1
INV004414,8,53.857142857142854,176.0,1
INV004421,6,90.8,221.0,1
INV004427,11,50.8,125.0,1
INV004434,6,84.6,156.0,1
INV004446,6,65.8,170.0,1
INV004447,7,49.833333333333336,129.0,1
INV004450,6,61.6,153.0,1
INV004451,6,84.0,137.0,1
INV004452,7,81.0,180.0,1
INV004454,6,98.4,311.0,1
INV004455,6,50.0,105.0,1
INV004457,6,81.4,188.0,1
INV004459,7,53.833333333333336,141.0,1
INV004460,9,42.5,93.0,1
INV004463,6,94.8,211.0,1
INV004464,7,62.5,142.0,1
INV004468,7,76.83333333333333,154.0,1
INV004472,7,50.666666666666664,156.0,1
INV004473,7,73.33333333333333,152.0,1
INV004475,7,67.83333333333333,87.0,1
INV004477,8,58.714285714285715,180.0,1
INV004484,6,61.6,182.0,1
INV004502,7,74.5,165.0,1
INV004504,8,55.142857142857146,247.0,1
INV004511,6,37.2,89.0,1
INV004517,6,86.6,185.0,1
INV004521,7,54.5,76.0,1
INV004523,6,87.2,127.0,1
INV004528,7,54.0,149.0,1
INV004531,8,60.0,159.0,1
INV004533,7,55.0,118.0,1
INV004542,7,34.0,59.0,1
INV004547,7,67.5,165.0,1
INV004555,8,53.142857142857146,151.0,1
INV004560,9,48.375,107.0,1
INV004562,6,83.8,158.0,1
INV004563,7,64.83333333333333,211.0,1
INV004574,8,54.57142857142857,116.0,1
INV004576,6,63.0,132.0,1
INV004579,8,43.857142857142854,77.0,1
INV004581,8,72.14285714285714,234.0,1
INV004589,6,71.4,225.0,1
INV004594,8,59.142857142857146,122.0,1
INV004598,6,84.2,195.0,1
INV004602,9,59.625,242.0,1
INV004607,8,56.0,214.0,1
INV004608,8,55.0,96.0,1
INV004611,7,51.166666666666664,217.0,1
INV004614,6,79.6,117.0,1
INV004617,9,39.25,83.0,1
INV004621,9,54.25,203.0,1
INV004625,6,96.4,246.0,1
INV004629,8,64.57142857142857,175.0,1
INV004630,9,50.625,95.0,1
INV004631,8,64.71428571428571,109.0,1
INV004633,7,78.16666666666667,189.0,1
INV004635,7,58.666666666666664,142.0,1
INV004636,6,75.6,160.0,1
INV004638,7,54.333333333333336,110.0,1
INV004640,7,68.33333333333333,202.0,1
INV004641,6,67.8,105.0,1
INV004642,6,54.8,232.0,1
INV004643,6,50.6,101.0,1
INV004646,7,64.5,158.0,1
INV004647,7,70.66666666666667,138.0,1
INV004650,6,80.8,143.0,1
INV004661,8,69.71428571428571,181.0,1
INV004665,6,83.4,137.0,1
INV004672,7,72.0,127.0,1
INV004680,7,47.166666666666664,155.0,1
INV004682,9,42.25,105.0,1
INV004688,6,77.6,181.0,1
INV004692,6,83.6,190.0,1
INV004701,7,20.0,82.0,1
INV004704,6,93.8,141.0,1
INV004712,8,48.57142857142857,84.0,1
INV004715,7,56.833333333333336,169.0,1
INV004716,7,74.0,197.0,1
INV004737,10,54.55555555555556,120.0,1
INV004738,6,93.2,148.0,1
INV004741,7,72.33333333333333,157.0,1
INV004753,6,61.4,87.0,1
INV004755,7,61.166666666666664,181.0,1
INV004761,6,71.4,139.0,1
INV004763,7,83.5,184.0,1
INV004764,6,83.0,144.0,1
INV004770,8,72.85714285714286,146.0,1
INV004776,9,57.375,145.0,1
INV004780,7,69.5,154.0,1
INV004785,7,66.16666666666667,248.0,1
INV004787,7,72.33333333333333,140.0,1
INV004798,7,53.666666666666664,106.0,1
INV004804,6,79.2,137.0,1
INV004805,7,44.666666666666664,92.0,1
INV004807,8,36.857142857142854,86.0,1
INV004813,6,62.0,253.0,1
INV004819,7,62.0,120.0,1
INV004825,7,70.0,141.0,1
INV004833,6,65.4,171.0,1
INV004834,9,38.625,106.0,1
INV004840,7,41.0,103.0,1
INV004843,8,50.857142857142854,153.0,1
INV004844,7,66.66666666666667,118.0,1
INV004845,6,81.8,197.0,1
INV004847,7,73.5,281.0,1
INV004848,9,54.125,166.0,1
INV004860,6,78.4,189.0,1
INV004863,7,68.0,220.0,1
INV004864,8,43.285714285714285,114.0,1
INV004865,7,76.33333333333333,143.0,1
INV004868,8,56.0,226.0,1
INV004871,8,69.14285714285714,170.0,1
INV004877,7,80.5,276.0,1
INV004889,7,70.66666666666667,159.0,1
INV004891,8,55.857142857142854,128.0,1
INV004896,6,79.4,252.0,1
INV004901,6,54.6,96.0,1
INV004911,7,63.666666666666664,97.0,1
INV004913,6,87.0,156.0,1
INV004916,7,75.5,162.0,1
INV004917,7,51.0,77.0,1
INV004924,9,59.75,116.0,1
INV004925,7,70.83333333333333,105.0,1
INV004926,8,66.28571428571429,133.0,1
INV004927,7,34.166666666666664,63.0,1
INV004947,6,45.0,75.0,1
INV004953,7,67.16666666666667,138.0,1
INV004956,8,59.142857142857146,155.0,1
INV004958,7,73.16666666666667,135.0,1
INV004959,6,68.6,193.0,1
INV004967,6,63.2,112.0,1
INV004973,9,55.0,99.0,1
INV004974,8,52.42857142857143,102.0,1
INV004978,7,63.833333333333336,157.0,1
INV004981,8,49.142857142857146,115.0,1
INV004983,7,57.666666666666664,128.0,1
INV004984,7,75.33333333333333,177.0,1
INV004986,7,81.33333333333333,185.0,1
INV004992,7,81.5,176.0,1
INV004996,10,46.333333333333336,104.0,1
INV004997,7,71.0,248.0,1
